From Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Temp,RH,WS,WD,SR,BP,AT,RF,TOT-RF,AQI
09-01-2025 00:00,276.67,366.37,149.35,85.33,189.45,83.28,14.74,2,27.28,2.34,11.31,None,77.3,0.61,178.07,65.77,993.03,14.91,0,0,
10-01-2025 00:00,271.58,342.54,128.35,54.13,133.11,79.94,10.27,1.4,16.4,2.23,9.07,None,85.26,0.74,149.23,59.96,994.93,14.12,0,0,
11-01-2025 00:00,169.25,200.38,13.31,53.23,39.13,65.02,9.14,0.71,26.68,1.42,5.14,None,85,1.04,170.91,46.86,993.6,14.69,0,0,
12-01-2025 00:00,166,195.46,58.68,56.98,78.01,57.09,9.99,0.95,15.69,1.92,9.82,None,83.5,0.69,208.33,38.76,994.44,15.28,0,0,
13-01-2025 00:00,133.96,171.17,14.27,48.99,37.66,55.04,9.07,0.75,18.19,1.15,6.02,None,80.95,0.87,222.26,80.59,993.69,15.6,0,0,
14-01-2025 00:00,164.38,226,78.73,56.47,101.46,58.58,8.33,1.64,33.17,1.62,7.21,None,79.79,0.79,214.45,81.08,993.78,15.44,0,0,
15-01-2025 00:00,260.04,314.96,131.34,54.99,136.01,68.11,6.92,0.84,12.74,2.62,11.04,None,86.07,0.83,166.24,42.75,995.21,14.4,0,0,
16-01-2025 00:00,160.17,203.61,94.1,55.67,106.11,57.5,6.93,1.58,21.11,1.55,8.42,None,80.36,0.74,166.9,56.75,995.97,15.62,0,0,
17-01-2025 00:00,159.58,209.5,25.3,47.37,45.77,54.26,5.83,0.7,23.72,1.69,8.86,None,81.43,0.83,219.71,81.93,995.53,15.12,0,0,
18-01-2025 00:00,166.72,227.75,56.78,52.46,74.06,56.95,3.9,1.21,33.25,1.53,6.74,None,76.25,0.86,189.22,75.76,993.38,15.91,0,0,
19-01-2025 00:00,247.58,336.17,182.03,69.97,185.18,67.09,7.5,1.63,32.59,2.35,11.18,None,75.76,0.67,189.93,76.84,991.96,17.61,0,0,
20-01-2025 00:00,169.83,229.5,20.11,63.02,49.87,62.69,5.72,0.84,3.23,1.28,7.59,None,73.01,0.81,223.18,87.48,990.38,17.84,0,0,
21-01-2025 00:00,140.58,210.17,14.27,63.48,45.37,56.29,10.49,0.72,23.97,1.12,7.16,None,69.55,0.85,215.84,95.28,989.08,17.38,0,0,
22-01-2025 00:00,118.33,191.21,80.08,67.65,101.09,53.71,6.56,1.29,28.55,1.66,9.27,None,71.47,0.7,209.67,92.05,988.88,17.39,0,0,
23-01-2025 00:00,114.54,160,58.73,68.76,84.32,54.62,2.05,0.64,32.35,1.97,9.57,None,67.83,0.79,216.64,95.39,990.25,18.01,0,0,
24-01-2025 00:00,88.92,145.54,8.23,61.43,39.37,44.32,1.33,0.66,40.98,1.13,5.92,None,61.25,0.9,223.6,102.3,990.43,17.17,0,0,
25-01-2025 00:00,72.31,130.74,7.57,57.07,36.45,35.8,1.15,0.59,51.52,0.74,4.34,None,57.53,0.92,219.08,122.14,989.9,16.68,0,0,
26-01-2025 00:00,87.13,154.13,47.86,68.71,75.45,38.12,3.59,1.01,72.28,0.9,2.88,None,51.63,0.82,229.95,165.88,989.88,18.21,0,0,
27-01-2025 00:00,114.88,196.75,39.51,74.68,71.84,44.42,2.61,0.83,44.62,1.06,5.11,None,65.12,0.75,224.24,104.83,988.45,15.92,0,0,
28-01-2025 00:00,121.79,207.38,76.68,86.66,108.64,46.14,3.1,1.37,46.73,1.25,5.99,None,65.75,0.73,208.89,104,988.15,16.19,0,0,
29-01-2025 00:00,225.92,332.88,175.73,78.21,190.17,61.25,6.15,1.56,47.05,2,9.55,None,72.38,0.82,173.75,93.16,989.49,16.54,0,0,
30-01-2025 00:00,211.25,303.04,117.77,68.44,132.13,68.49,8.24,1.28,38.72,1.55,6.97,None,75.06,0.78,158.11,91.22,986.55,17.41,0,0,
31-01-2025 00:00,211.83,291.5,149.5,68.15,157.77,68.62,7.76,1.24,46.79,1.85,10,None,75.22,0.69,185.86,90.33,986.11,18.14,0,0,
01-02-2025 00:00,227.51,310.48,88.87,77.85,113.65,72.02,10.42,1.25,35.8,2.07,9.91,None,75.91,0.69,159.22,75.31,988.48,17.96,0,0,
02-02-2025 00:00,188.96,246.25,11.66,51.55,36.9,64.12,9.77,0.74,25.77,1.29,5.76,None,75.49,0.77,221,83.01,990.45,17.22,0,0,
03-02-2025 00:00,120.71,192.21,41.16,57.67,64.13,47.09,10.07,1.07,33.72,1.26,5.79,None,68.6,0.71,211.31,103.53,989.91,17.33,0,0,
04-02-2025 00:00,180,291.96,79.61,68.76,101.28,62.26,14.12,1.29,24.52,1.82,8.85,None,66.16,0.82,171.36,67.96,989.75,18.46,0,0,
05-02-2025 00:00,115.08,165.88,12.35,36.5,29.45,51.78,10.77,0.73,41.92,1,4.52,None,62.35,0.83,232.47,118.85,990.58,17.66,0,0,
06-02-2025 00:00,86.42,151.54,3.31,31.33,19.36,39,13.99,0.59,68.46,0.97,4.5,None,53.16,1.25,241.11,120.73,992.26,18.03,0,0,
07-02-2025 00:00,71.46,132.96,4.65,33.39,21.54,32.56,13.11,0.73,60.97,0.73,4.54,None,50.84,1.03,226.49,116.8,991.75,17.36,0,0,
08-02-2025 00:00,74.25,142.08,22.53,50.2,45.02,33.72,10.48,0.91,50.22,0.94,5.3,None,53.49,0.88,217.44,118.34,990.53,17.7,0,0,
09-02-2025 00:00,111.04,194.54,81.48,73.89,105.55,42.12,12.94,1.2,46,1.21,7.11,None,62.03,0.72,221.36,115.84,989.64,17.74,0,0,
10-02-2025 00:00,131.46,232.54,137.15,80.64,155.38,46.13,12.71,1.62,38.73,1.71,10.68,None,63.7,0.7,221.94,99.08,989.09,18.32,0,0,
11-02-2025 00:00,127.38,223.5,137.36,81.3,154.8,46.51,10.71,1.19,49.31,1.91,10.76,None,62.62,0.78,205.58,111.42,988.43,19.08,0,0,
12-02-2025 00:00,75.29,159.33,40.06,50.09,59.19,37.07,8.23,0.69,48.5,1.27,7.11,None,55.4,1.04,229.1,124.99,989.45,19.2,0,0,
13-02-2025 00:00,47.11,130.58,2.89,44.71,26.01,29.04,11.75,0.61,66.56,1.92,13.73,None,46.43,1.18,233.79,155.67,990.12,19.68,0,0,
14-02-2025 00:00,57.47,140.88,17.2,67.17,49.72,28.07,11.68,0.83,45.65,2.38,20.82,None,50.02,0.98,226.47,129.18,988.24,18.5,0,0,
15-02-2025 00:00,94.25,213.88,96.35,87.74,130.85,37.01,14.16,1.45,44.67,3.49,28.06,None,55.95,0.9,181.45,110.22,986.28,18.53,0,0,
16-02-2025 00:00,166.58,278.46,82.75,83.09,118.25,50.58,11.73,1.05,48.35,4.92,26.73,None,60.93,0.82,182.43,106.69,987.82,19.38,0,0,
17-02-2025 00:00,100.01,187.44,133.73,82.83,152.76,43.48,13.69,1.39,41.25,4.22,29.14,None,62.94,0.81,197.48,113.11,990.41,19.3,0,0,
18-02-2025 00:00,78.54,171.08,93.14,79.25,117.88,39.69,9.29,1.19,32.24,4.82,37.38,None,58.86,0.82,216.67,112.36,989.91,19.6,0,0,
19-02-2025 00:00,79.08,166.62,50.67,76.74,82,38.33,10.34,0.83,43.32,4.63,32.47,None,57.75,0.84,215.98,117.7,988.31,19.64,0,0,
20-02-2025 00:00,59,114.67,18.58,59.42,46.72,43.27,10.86,0.64,44.56,2.17,17.12,None,62.75,1.23,143.04,116.39,989.03,19.89,0,0,
21-02-2025 00:00,92.79,151.04,23.22,60.77,50.99,43.74,11.89,0.73,48.02,3.21,18.28,None,62.62,0.84,195.23,105.43,991.71,19.51,0,0,
22-02-2025 00:00,65.38,109.38,8.44,48.19,32.5,36.62,9.19,0.65,42.97,2.56,14.8,None,66.26,0.91,230.42,133.43,991.82,18.43,0,0,
23-02-2025 00:00,73.25,124.92,25.29,61.17,53.1,33.41,9.67,0.55,45.99,2.72,19.63,None,64.03,0.79,223.73,139.97,992.65,18.8,0,0,
24-02-2025 00:00,87.08,146.42,61.56,63.14,83.09,36.41,9.48,0.95,48.72,2.93,25.24,None,64.93,0.79,220.81,136.59,993.54,19.09,0,0,
25-02-2025 00:00,94.58,175.54,102.77,73.79,122.78,36.79,10.72,1.23,52.09,4.34,31.7,None,63.24,0.8,214.18,127.23,993.81,19.47,0,0,
26-02-2025 00:00,112.25,243.79,136.93,96.34,162.55,46.45,13.82,1.3,43.92,4.38,33.23,None,60.52,0.83,162.07,114.74,993.51,21.34,0,0,
27-02-2025 00:00,71.71,159.33,49.78,64.71,74.88,44.47,6.77,0.79,19.74,2.94,21.6,None,63.6,1.18,135.38,43.44,990.7,20.4,0,0,
28-02-2025 00:00,59.62,120.67,8.06,45.1,30.54,40.57,7.52,0.61,25.56,1.82,9.88,None,65.19,1.13,144.95,72.07,987.49,20.4,0,0,
01-03-2025 00:00,63.23,100.56,11.44,43.93,32.67,46.52,7.17,0.75,35.77,2.28,15.8,None,67.77,1.12,123.96,121.87,988.4,20.71,0,0,
02-03-2025 00:00,54.12,101.58,19.73,46.29,40.67,34.14,6.89,0.7,41.68,2.18,11.47,None,57.88,1.12,194.92,152.61,987.94,19.97,0,0,
03-03-2025 00:00,60.33,150.42,30.46,73.97,64.11,32.41,9.56,0.76,51.86,2.76,14.85,None,53.73,0.92,181.54,142.19,986.67,20.44,0,0,
04-03-2025 00:00,54.17,138.58,8.17,34.47,24.98,29.8,8.57,0.55,56.62,2.06,8.1,None,56.27,1.32,236.75,142.93,988.03,20.31,0,0,
05-03-2025 00:00,28.04,97.54,1.95,20.65,12.56,19.42,8.97,0.58,73.88,1.53,6.81,None,47.49,1.63,253.12,160.56,989.23,18.76,0,0,
06-03-2025 00:00,41.04,105.5,47.06,42.69,59.34,18.43,10.79,0.96,64.15,2.02,14.26,None,44.81,1.09,221.95,159.64,987.38,19.28,0,0,
07-03-2025 00:00,90.54,176.08,97.92,67.42,115.46,30.3,16.45,1.16,47.33,5.05,33.42,None,54.31,0.94,223.26,149.17,986.08,19.46,0,0,
08-03-2025 00:00,68.17,135.25,63.62,67.72,87.75,32.35,10.91,1.03,50.76,3.25,20.55,None,55.1,0.95,222.43,158.56,984.4,20.43,0,0,
09-03-2025 00:00,95.04,185.33,113.41,76.49,131.9,38.14,11.38,0.92,49.14,4.13,25.05,None,57.38,0.94,166.07,146.27,987.68,21.44,0,0,
10-03-2025 00:00,100,191.33,49.74,68.45,75.98,43.14,11.2,1.12,50.17,3.65,12.19,None,56.3,0.98,147.47,130.48,990.91,21.87,0,0,
11-03-2025 00:00,116.88,227.79,95.01,89.33,124.74,51.72,13.39,1.15,68.9,5.01,30.66,None,58.32,0.88,183.03,123.74,988.7,22.71,0,0,
12-03-2025 00:00,104.49,189.16,24.59,80.51,62.81,65.53,10.88,0.79,45.36,4.7,31.74,None,58.56,0.94,227.55,146.44,984.79,22.88,0,0,
13-03-2025 00:00,85.25,168,6.23,61.66,37.86,76.46,14.55,0.66,60.34,3.31,17.93,None,55.42,0.96,188.33,111.89,982.89,23.22,0,0,
14-03-2025 00:00,78.17,121.96,26.85,50.78,48.83,74.55,9.97,0.92,59.61,2.75,12.56,None,56.93,1.1,158.67,136.02,984.34,22.98,0,0,
15-03-2025 00:00,29.23,58.59,2.2,25.19,15.16,71.59,10.19,0.53,65.11,1.38,3.9,None,53.1,1.74,106.05,140.93,986.09,22.58,0,0,
16-03-2025 00:00,47.04,81.54,5.15,36.52,23.61,69,13.31,0.59,55.1,2.36,10.94,None,52.98,1.16,198.25,165.7,987.32,22.41,0,0,
17-03-2025 00:00,51.58,85.42,11.49,43.37,32.21,68.63,11.66,0.69,59.86,1.91,10.03,None,55.6,1.17,219.51,152.88,988.17,21.8,0,0,
18-03-2025 00:00,52.96,106.83,21.84,56.71,47.92,65.92,12.12,0.72,56.35,2.46,17.85,None,54.66,1.11,234.74,169.3,987.97,21.55,0,0,
19-03-2025 00:00,68.49,136.59,23.98,65.03,54.08,65.52,14.48,0.72,54.7,3.46,21.63,None,51.44,1.05,232.98,173.28,988.57,22.47,0,0,
20-03-2025 00:00,54.46,127.25,61.68,66.18,85.33,63.97,9.95,0.91,49.11,3.84,35.84,None,51.75,1.08,223.38,170.28,989.76,22.93,0,0,
21-03-2025 00:00,64.08,130.88,14.19,58.92,42.88,68.27,14.64,0.7,49.86,3.02,16.49,None,50.47,1.3,247.66,170.05,989.41,22.53,0,0,
22-03-2025 00:00,61.33,142.62,55.72,67.27,81.08,67.01,15.03,0.93,54.44,3.09,17.98,None,52.48,1.17,230.25,156.6,988,22.58,0,0,
23-03-2025 00:00,65.46,159.96,74.35,72.08,98.78,66.65,10.27,0.84,64.58,2.85,16.15,None,51.57,0.93,191.73,163.78,989.52,22.84,0,0,
24-03-2025 00:00,89.04,185.42,82.77,74.7,105.57,69.09,12.6,1.15,69,3.64,18.17,None,49.25,1.05,191.79,165.12,989.04,23.67,0,0,
25-03-2025 00:00,107.17,230.71,79.44,86.36,110.49,73.19,17.23,1.16,74.43,4.59,22.81,None,47.46,0.95,182.46,160.71,985,24.34,0,0,
26-03-2025 00:00,91,211.29,138.31,92.82,160.6,73.68,12.08,1.76,57.98,4.42,25.55,None,46.75,0.92,214.73,57,982.19,25.1,0,0,
27-03-2025 00:00,81.96,241.67,129.43,74.92,151.66,73.17,11.97,1.16,43.9,4.36,30.93,None,46.9,1.09,216.58,49.34,981.86,25.06,0,0,
28-03-2025 00:00,51.17,202.08,16.26,34.14,31.38,61.81,14.06,0.57,82.56,2.03,12.71,None,40.29,2.13,268.89,62.26,984.77,23.91,0,0,
29-03-2025 00:00,32.27,114.74,1.56,29.45,16.89,54.19,14.03,0.58,93.81,1.54,7.59,None,36.48,2.06,278.12,47.57,985.66,25.73,0,0,
30-03-2025 00:00,34.29,92.54,10.15,41.91,30.54,54.74,15.14,0.7,87.42,1.42,7.68,None,36.94,1.66,267.58,62.88,985.88,26.8,0,0,
31-03-2025 00:00,65.21,117.12,4.79,56.07,33.72,61.27,20.04,0.6,71.95,2.1,12.45,None,39.58,1.42,253.07,55.05,986.02,27.44,0,0,
01-04-2025 00:00,61.05,141.97,15.29,56.95,42.72,58.44,19.3,0.84,70.28,2.19,14.16,None,37.03,1.3,250.28,64.59,985.03,27.97,0,0,
02-04-2025 00:00,83.04,180.08,78.68,73.44,103.02,62.91,26.36,1.29,63.35,3.38,22.77,None,41.55,1,217.82,161.32,985.89,27.93,0,0,
03-04-2025 00:00,64.62,164.71,85.71,82.76,113.15,60.33,11.35,1.03,53.94,3.24,24.82,None,40.26,0.88,196.4,64.62,986.47,28.85,0,0,
04-04-2025 00:00,65.79,191.62,54.03,72.07,82.25,62.58,13.3,0.79,71,3.49,28.28,None,37.45,1.05,228.97,62.36,986.06,29.78,0,0,
05-04-2025 00:00,61.04,145.39,22.18,53.13,46.29,67.7,18.23,0.88,80.36,2.53,17.48,None,39.74,1.13,238.14,105.7,984.15,28.94,0,0,
06-04-2025 00:00,92.96,163.62,78.34,70.37,101.1,67.62,19.61,1.16,70.54,2.95,17.91,None,42.49,0.86,213.84,95.23,982.4,29.39,0,0,
07-04-2025 00:00,96.08,215.92,138.21,84.64,157.36,74.15,19.27,1.25,78.45,4.49,23.79,None,44.89,0.89,157.61,132.14,983.53,30.38,0,0,
08-04-2025 00:00,94.5,244,29.49,74.86,63.79,80.03,17.04,0.77,84.91,3.35,15.49,None,43.31,1.01,136.55,111.33,985.5,30.9,0,0,
09-04-2025 00:00,93.57,242.13,7.19,74.83,45.51,88.7,16.88,0.93,71.72,3.04,11.07,None,45.96,1.07,134.38,69.14,983.14,31.57,0,0,
10-04-2025 00:00,69.12,227.35,11.7,53.58,38.01,83.07,16.28,0.59,79.31,2.17,11.09,None,43.46,1.23,155.04,70.06,979.05,31.26,0,0,
11-04-2025 00:00,41.46,121.17,1.82,25.49,15,80.24,10.04,0.6,70.87,1.46,4.93,None,53.45,1.89,157.41,152.6,979.23,28.35,0,0,
12-04-2025 00:00,41.21,91.46,3.45,34.52,21.12,73.47,13.65,0.63,88.84,1.71,6.93,None,49.62,1.39,124.02,161.8,982.02,28.46,0,0,
13-04-2025 00:00,49.71,119.29,35.52,66.92,64.47,70.69,15.69,0.96,77.95,2.17,12.28,None,44.98,0.89,154.6,153.32,983.61,29.57,0,0,
14-04-2025 00:00,64.92,170.62,32.04,55.82,55.46,77.23,11.15,0.58,70.78,2.74,8.33,None,47.74,1.13,143.1,165.96,983.86,29.75,0,0,
15-04-2025 00:00,58.83,168.96,26.84,73.77,61.06,80.62,10.89,0.89,63.33,2.47,7.69,None,46.93,0.98,150.61,144.02,984.08,30.2,0,0,
16-04-2025 00:00,84.04,228.38,28.32,75.73,63.3,85.19,13.13,0.84,77.53,2.8,12.53,None,46.93,0.96,153.5,139.24,982.6,30.83,0,0,
17-04-2025 00:00,66.21,195.33,21.44,71.44,55.43,79.22,13.54,1.04,89.63,2.78,13.01,None,43.57,1.31,144.73,152.44,980.16,31.61,0,0,
18-04-2025 00:00,68.88,201.42,2.97,38.92,23.12,83.71,12.87,0.69,84.67,1.95,6.56,None,48.93,1.39,134.95,149.02,978.65,31.09,0,0,
19-04-2025 00:00,50.67,143.29,1.53,29.37,16.87,84.26,10.48,0.69,60.57,1.51,4.29,None,50.25,1.68,150.32,147.52,979.1,30.7,0,0,
20-04-2025 00:00,53.96,144.17,1.55,35.08,19.93,82.81,10.17,0.73,63.48,1.56,3.43,None,49.69,1.31,151.09,148.9,979.22,31.4,0,0,
21-04-2025 00:00,74.49,223.85,19.12,66.92,51.14,75.98,11.67,0.72,48.58,2.29,8.24,None,42.81,0.98,183.76,179.08,981.83,31.98,0,0,
22-04-2025 00:00,60.96,199.62,34.6,70.4,65.26,61.13,18.15,0.87,58.4,2.49,14.43,None,32.59,0.88,204.65,179.34,983.33,30.72,0,0,
23-04-2025 00:00,65.83,193.62,19.5,67.63,51.66,59.71,19.74,0.97,77.75,2.34,16.32,None,31.93,0.92,206.68,178.31,981.03,30.98,0,0,
24-04-2025 00:00,87.42,211.71,104.35,87.44,130.43,63.83,22.71,1.35,66.46,3.51,22.67,None,35.53,0.86,209.71,177.97,978.77,30.77,0,0,
25-04-2025 00:00,79.25,228.54,142.58,89.53,161.04,65.66,15.59,1.31,72.7,4.18,28.25,None,38.09,0.86,182.9,170.84,979.5,31.23,0,0,
26-04-2025 00:00,82.65,230.09,109.94,90.65,137.57,66.21,14.48,0.94,70.52,3.54,22.39,None,37.24,0.94,199.99,136.4,979.33,31.29,0,0,
27-04-2025 00:00,64.17,229.29,20.62,71.15,54.61,62.71,15.71,1.14,69.35,1.76,8.4,None,34.95,1.06,177.04,141.8,980.52,31.83,0,0,
28-04-2025 00:00,93.38,271.71,18.51,53.69,43.27,69.93,18.24,0.94,91.51,2.89,11.97,None,40.23,1.19,142.97,137.55,979.59,31.26,0,0,
29-04-2025 00:00,59.96,209.62,1.47,31.83,18.13,75.29,13.25,0.96,90.27,1.48,6.64,None,46.24,1.5,143.94,146.08,980.76,30.18,0,0,
30-04-2025 00:00,68.58,189.29,3.16,35.98,21.71,77.58,12.23,0.91,83.62,1.74,6.7,None,48.18,1.25,142.01,141.92,982.04,30.7,0,0,
01-05-2025 00:00,72.09,178.69,1.29,29.37,16.65,79.4,15.39,0.95,87.12,1.61,4.58,None,48.56,1.48,144.31,136.02,982.88,31.28,0,0,
02-05-2025 00:00,50.11,132.37,18.86,40.71,36.98,75.02,9,1.2,47.21,1.4,7.82,None,70.93,1.18,157.52,87.77,984.72,26.69,0.28,27,
03-05-2025 00:00,86.46,164.75,33.16,67.39,62.8,35.72,6.1,0.99,48.53,2.89,17.31,None,65.23,0.98,158.18,151.74,981.17,28.67,0,0,
04-05-2025 00:00,100.25,195.79,17.09,58.67,45.09,25.32,12.55,0.99,46.59,2.78,16.24,None,56.26,1.22,153.06,152.45,979.3,29.98,0,0,
05-05-2025 00:00,41.3,96.46,3.81,37.4,22.92,32.49,9.54,0.96,50.34,1.17,6.62,None,55.35,1.51,125.67,113.55,981.38,28.4,0,0,
06-05-2025 00:00,58.29,131.12,8.27,45.95,31.17,31.82,9.23,1,49.11,1.75,8.13,None,54.54,1.27,148.96,188.91,980.8,29.34,0,0,
07-05-2025 00:00,59.42,121.17,18.04,37.01,34.05,37.29,7.64,1.28,48.49,1.68,9.44,None,61.79,1.21,135.02,161.26,980.44,29.16,0,0,
08-05-2025 00:00,82.65,157.39,37.64,56.05,60.4,46.54,10.69,1.1,34.33,2.81,17.34,None,60.04,1.25,141.42,170.27,980.41,29.85,0,0,
09-05-2025 00:00,71.83,148.88,26.1,56.17,51.09,88.98,10.45,1.07,31.63,2.49,12.31,None,54.78,1.09,153.05,161.92,981.6,30.5,0,0,
10-05-2025 00:00,84.96,143.54,26.64,58.36,52.68,91.03,8.69,0.98,39.21,2.66,19.28,None,60.09,0.97,195.79,143.68,981.28,29.89,0,0,
11-05-2025 00:00,63.08,127.08,11.28,37.62,29.17,84.74,9.95,0.96,64.42,1.75,10.1,None,52.7,1.24,177.42,200.8,979.97,30.93,0,0,
12-05-2025 00:00,47,107.08,7.64,45.76,30.49,67.92,9.26,1.02,80.66,1.14,7.38,None,43.22,1.14,197.71,194.17,979.11,31.77,0,0,
13-05-2025 00:00,32.58,105.82,4.28,38.89,24.16,62.52,6.09,0.87,65.79,1.02,6.93,None,46.43,1.23,197.28,196.73,979.18,31.25,0,0,
14-05-2025 00:00,56.42,141.83,27.55,59.2,53.89,64.17,5.4,1.06,53.08,1.84,14.94,None,46.19,0.88,195.12,196.28,979.09,31.75,0,0,
15-05-2025 00:00,201.54,277.54,12.36,58.57,41.2,62.82,9.62,1.07,58.18,1.8,17.72,None,40.91,0.91,205.46,166.05,978.65,32.25,0,0,
16-05-2025 00:00,95,274,51.8,106.7,98.9,65.9,6.9,None,2.3,3.8,33.6,None,48,2.2,158,3,978,29.6,0,0,
